Year,StateAbbr,StateDesc,CountyName,CountyFIPS,TractFIPS,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,States,Counties
2019,NC,North Carolina,Forsyth,37067,37067004103,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,31.9,,,30.9,32.9,3478,POINT (-80.3727443 36.13434041),37067004103,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003307,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,15.2,,,14.8,15.7,3405,POINT (-80.10183262 36.1026448),37067003307,RISKBEH,BINGE,CrdPrv,Binge Drinking,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003909,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,14.6,,,14,15.2,4356,POINT (-80.34762093 36.0959267),37067003909,RISKBEH,BINGE,CrdPrv,Binge Drinking,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003310,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,13.1,,,11.5,14.7,4061,POINT (-80.15049361 36.07676397),37067003310,HLTHSTAT,GHLTH,CrdPrv,General Health,37,2337
2020,NC,North Carolina,Forsyth,37067,37067004005,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,6.2,,,5.5,6.9,4695,POINT (-80.40059216 36.00488745),37067004005,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,37,2337
2019,NC,North Carolina,Forsyth,37067,37067002903,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,35.8,,,35.3,36.3,3828,POINT (-80.20288339 36.16997211),37067002903,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,37,2337
2020,NC,North Carolina,Forsyth,37067,37067004015,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,21.1,,,19.9,22.4,3296,POINT (-80.36811626 35.99743566),37067004015,HLTHOUT,DEPRESSION,CrdPrv,Depression,37,2337
2020,NC,North Carolina,Forsyth,37067,37067004011,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,87.3,,,85.4,88.8,5645,POINT (-80.39294077 36.08837501),37067004011,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002703,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,16.3,,,13.5,19.2,6039,POINT (-80.28414477 36.14657959),37067002703,RISKBEH,CSMOKING,CrdPrv,Current Smoking,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003106,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.9,,,2.6,3.1,3099,POINT (-80.0991692 36.2316984),37067003106,HLTHOUT,STROKE,CrdPrv,Stroke,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002002,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,30.6,,,28.3,32.8,3072,POINT (-80.25199012 36.0542286),37067002002,RISKBEH,LPA,CrdPrv,Physical Inactivity,37,2337
2020,NC,North Carolina,Forsyth,37067,37067004009,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,14.3,,,12.2,16.6,3802,POINT (-80.44581606 36.11152481),37067004009,RISKBEH,CSMOKING,CrdPrv,Current Smoking,37,2337
2020,NC,North Carolina,Forsyth,37067,37067001700,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,11.9,,,11.6,12.3,5231,POINT (-80.19974096 36.11442226),37067001700,RISKBEH,BINGE,CrdPrv,Binge Drinking,37,2337
2019,NC,North Carolina,Forsyth,37067,37067003108,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,36.2,,,35.2,37.1,3495,POINT (-80.05234686 36.15036202),37067003108,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,37,2337
2019,NC,North Carolina,Forsyth,37067,37067002806,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,34.2,,,33.4,35.1,3274,POINT (-80.27603062 36.18639574),37067002806,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,37,2337
2020,NC,North Carolina,Forsyth,37067,37067000100,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,82.8,,,79.6,85.5,2052,POINT (-80.2468533 36.09765376),37067000100,PREVENT,MAMMOUSE,CrdPrv,Mammography,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003106,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,79,,,78.3,79.7,3099,POINT (-80.0991692 36.2316984),37067003106,PREVENT,CHECKUP,CrdPrv,Annual Checkup,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003307,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,15.2,,,13.2,17.3,3405,POINT (-80.10183262 36.1026448),37067003307,RISKBEH,CSMOKING,CrdPrv,Current Smoking,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003500,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,28.7,,,25.6,31.9,6562,POINT (-80.20883199 36.03399069),37067003500,PREVENT,ACCESS2,CrdPrv,Health Insurance,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003500,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,12.8,,,12.4,13.2,6562,POINT (-80.20883199 36.03399069),37067003500,RISKBEH,BINGE,CrdPrv,Binge Drinking,37,2337
2020,NC,North Carolina,Forsyth,37067,37067000600,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,30.2,,,26.2,34.4,2056,POINT (-80.22950124 36.10806171),37067000600,PREVENT,ACCESS2,CrdPrv,Health Insurance,37,2337
2019,NC,North Carolina,Forsyth,37067,37067003905,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,74.4,,,73.2,75.6,3607,POINT (-80.32526058 36.08948295),37067003905,PREVENT,BPMED,CrdPrv,Taking BP Medication,37,2337
2020,NC,North Carolina,Forsyth,37067,37067000302,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,45.7,,,44.3,46.9,1859,POINT (-80.25651421 36.11934205),37067000302,HLTHOUT,OBESITY,CrdPrv,Obesity,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003600,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,13.6,,,12.4,14.9,5968,POINT (-80.24387607 36.01874338),37067003600,HLTHSTAT,GHLTH,CrdPrv,General Health,37,2337
2020,NC,North Carolina,Forsyth,37067,37067000100,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,7.6,,,7,8.3,2052,POINT (-80.2468533 36.09765376),37067000100,HLTHOUT,DIABETES,CrdPrv,Diabetes,37,2337
2019,NC,North Carolina,Forsyth,37067,37067001300,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,76.3,,,75.9,76.8,4535,POINT (-80.27617771 36.12959564),37067001300,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003105,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,6.9,,,6,7.8,3649,POINT (-80.14051155 36.19347844),37067003105,HLTHOUT,COPD,CrdPrv,COPD,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003702,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,9.4,,,8.8,10,4514,POINT (-80.27851785 36.03775384),37067003702,HLTHOUT,DIABETES,CrdPrv,Diabetes,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003309,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,5.8,,,5.5,6.1,4956,POINT (-80.17945558 36.09222425),37067003309,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,37,2337
2020,NC,North Carolina,Forsyth,37067,37067000500,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,28.1,,,24.8,31.4,2391,POINT (-80.22807063 36.11748629),37067000500,RISKBEH,CSMOKING,CrdPrv,Current Smoking,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002002,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,24.1,,,21.7,26.3,3072,POINT (-80.25199012 36.0542286),37067002002,RISKBEH,CSMOKING,CrdPrv,Current Smoking,37,2337
2020,NC,North Carolina,Forsyth,37067,37067004014,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,29,,,28,30,3016,POINT (-80.3720694 36.02610959),37067004014,HLTHOUT,OBESITY,CrdPrv,Obesity,37,2337
2019,NC,North Carolina,Forsyth,37067,37067003903,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,84,,,83.6,84.5,4477,POINT (-80.32389444 36.07881572),37067003903,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003403,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,50,,,45.7,54.1,3412,POINT (-80.18242287 36.05623927),37067003403,PREVENT,DENTAL,CrdPrv,Dental Visit,37,2337
2019,NC,North Carolina,Forsyth,37067,37067004005,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,77.7,,,76.5,79,4695,POINT (-80.40059216 36.00488745),37067004005,PREVENT,BPMED,CrdPrv,Taking BP Medication,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003909,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,11.2,,,10.2,12.4,4356,POINT (-80.34762093 36.0959267),37067003909,HLTHSTAT,MHLTH,CrdPrv,Mental Health,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003202,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,47.9,,,40.7,54.8,3904,POINT (-80.05426352 36.12260613),37067003202,PREVENT,COREM,CrdPrv,Core preventive services for older men,37,2337
2020,NC,North Carolina,Forsyth,37067,37067000900,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.3,,,5.1,5.5,3508,POINT (-80.24909082 36.08422545),37067000900,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),37,2337
2019,NC,North Carolina,Forsyth,37067,37067004104,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,91.3,,,91.2,91.5,3429,POINT (-80.37297472 36.16789211),37067004104,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003402,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.6,,,8.2,9,2182,POINT (-80.13998466 36.03910993),37067003402,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,37,2337
2020,NC,North Carolina,Forsyth,37067,37067004013,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,11.7,,,10.2,13.2,3083,POINT (-80.39616926 36.03375437),37067004013,HLTHSTAT,GHLTH,CrdPrv,General Health,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002601,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,5.1,,,4.1,6.3,2481,POINT (-80.29653307 36.12099139),37067002601,HLTHOUT,COPD,CrdPrv,COPD,37,2337
2019,NC,North Carolina,Forsyth,37067,37067003904,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,75,,,74.2,75.8,5907,POINT (-80.35496008 36.06964182),37067003904,PREVENT,BPMED,CrdPrv,Taking BP Medication,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003108,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,78.3,,,74.1,81.9,3495,POINT (-80.05234686 36.15036202),37067003108,PREVENT,MAMMOUSE,CrdPrv,Mammography,37,2337
2019,NC,North Carolina,Forsyth,37067,37067002703,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,25.7,,,24.9,26.6,6039,POINT (-80.28414477 36.14657959),37067002703,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003106,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,53.9,,,48.8,58.9,3099,POINT (-80.0991692 36.2316984),37067003106,PREVENT,COREW,CrdPrv,Core preventive services for older women,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002804,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,15.1,,,10.4,20.3,4150,POINT (-80.31211305 36.18441106),37067002804,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003803,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,24.4,,,23.5,25.2,4567,POINT (-80.30978958 36.02238988),37067003803,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,37,2337
2020,NC,North Carolina,Forsyth,37067,37067001400,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,8.8,,,7.9,9.7,3710,POINT (-80.25535261 36.14223383),37067001400,HLTHOUT,COPD,CrdPrv,COPD,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003500,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,36.5,,,35.4,37.6,6562,POINT (-80.20883199 36.03399069),37067003500,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,37,2337
2020,NC,North Carolina,Forsyth,37067,37067000200,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.6,,,9.1,10.1,1103,POINT (-80.24817006 36.10548533),37067000200,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,37,2337
2019,NC,North Carolina,Forsyth,37067,37067000802,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,25.2,,,24.5,26,2100,POINT (-80.23127538 36.07657807),37067000802,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003107,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,25.1,,,23.6,26.5,4391,POINT (-80.09135888 36.14918049),37067003107,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,37,2337
2020,NC,North Carolina,Forsyth,37067,37067001601,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,87,,,84.8,88.9,3652,POINT (-80.21232108 36.14057573),37067001601,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003315,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,13.4,,,8.4,19.7,3424,POINT (-80.06639415 36.09662422),37067003315,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002804,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,25,,,23.9,26.1,4150,POINT (-80.31211305 36.18441106),37067002804,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,37,2337
2020,NC,North Carolina,Forsyth,37067,37067000801,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,38,,,32,44.8,3062,POINT (-80.22775235 36.08577423),37067000801,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002200,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,15.7,,,15.1,16.4,3742,POINT (-80.2848544 36.08549947),37067002200,RISKBEH,BINGE,CrdPrv,Binge Drinking,37,2337
2020,NC,North Carolina,Forsyth,37067,37067001300,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,80.3,,,77.4,82.8,4535,POINT (-80.27617771 36.12959564),37067001300,PREVENT,MAMMOUSE,CrdPrv,Mammography,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002701,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,38,,,36.7,39.3,5864,POINT (-80.30932926 36.16277665),37067002701,HLTHOUT,OBESITY,CrdPrv,Obesity,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003308,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,4.8,,,4.4,5.2,7880,POINT (-80.12918949 36.09328815),37067003308,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003310,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.2,,,5,5.4,4061,POINT (-80.15049361 36.07676397),37067003310,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),37,2337
2019,NC,North Carolina,Forsyth,37067,37067002001,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,42.9,,,41.9,43.9,2367,POINT (-80.23531428 36.0563685),37067002001,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003312,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,9,,,8,10.1,2692,POINT (-80.08847512 36.05925237),37067003312,HLTHSTAT,PHLTH,CrdPrv,Physical Health,37,2337
2019,NC,North Carolina,Forsyth,37067,37067003703,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,26.8,,,26,27.7,6032,POINT (-80.28102146 36.01218772),37067003703,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,37,2337
2020,NC,North Carolina,Forsyth,37067,37067001901,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,24,,,23.1,24.8,1549,POINT (-80.22677871 36.06489855),37067001901,HLTHOUT,DEPRESSION,CrdPrv,Depression,37,2337
2019,NC,North Carolina,Forsyth,37067,37067002903,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,85.5,,,85.4,85.6,3828,POINT (-80.20288339 36.16997211),37067002903,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,37,2337
2020,NC,North Carolina,Forsyth,37067,37067004010,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,12.7,,,11.5,13.9,3392,POINT (-80.3798613 36.10896479),37067004010,RISKBEH,LPA,CrdPrv,Physical Inactivity,37,2337
2020,NC,North Carolina,Forsyth,37067,37067001602,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,34.9,,,29.2,41,3077,POINT (-80.22093654 36.12260812),37067001602,PREVENT,COREM,CrdPrv,Core preventive services for older men,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003903,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,35,,,33.8,36.1,4477,POINT (-80.32389444 36.07881572),37067003903,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003702,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9,,,8.7,9.5,4514,POINT (-80.27851785 36.03775384),37067003702,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,37,2337
2020,NC,North Carolina,Forsyth,37067,37067001200,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,9.3,,,7.2,12.8,1959,POINT (-80.26839411 36.10931829),37067001200,HLTHSTAT,GHLTH,CrdPrv,General Health,37,2337
2019,NC,North Carolina,Forsyth,37067,37067001000,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,26.4,,,25.4,27.4,4652,POINT (-80.26490783 36.07843284),37067001000,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002501,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,2.5,,,2.3,2.7,2590,POINT (-80.28289292 36.10440801),37067002501,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,37,2337
